modelA,modelB,x0A,x0B,y0A,y0B,z0A,z0B,xfA,xfB,yfA,yfB,zfA,zfB,timeA,timeB,companyA,companyB,WindSpeed,Maneuver
2,1,15.4775724921565,19.0932264931343,21.3791154716304,23.1090865185522,4,4,27,14.3857015563066,15,24.0404281656586,0,-2.17725651435167,2.28646872740106,0.940201518404182,2,3,41.8323990040498,"PATHSEP"
2,1,0,7.90618045626906,24.8397575291647,7.15559695498562,1.65729195576589,-4,27,21.8925556595166,15,26.7225634897597,0,3.85842578306885,4.79744830928029,3.59921876938649,2,2,22.4142431038375,"OVER(2,1)"
2,2,6.49825098205733,18.1441501719376,4.23514419135514,10.3304463486576,-4,-4,27,18.8965015519326,15,0.959730472877007,0,0.917707352937124,3.91490362098962,1.73317549485653,3,2,34.6063088401153,"SEPHORIZ"
1,1,-3.5527136788005e-15,0.845050640540041,7.2165814660331,3.00272873050949,-2.85252957972294,-4,27,16.1579003413602,15,20.85489118333,0,-0.00707189213928405,4.03463667059925,3.40675126123214,2,1,16.3085158022874,"OVER(1,2)"
1,1,4.15825427364217,17.9141951880757,22.9860866165856,17.9254531435088,4,4,27,6.1792654659673,15,28.4379936387951,0,-3.34343034321819,3.50250082401653,2.44859288739479,1,1,24.1110475088001,"BEFORE(2,1)"
1,2,10.6319469572068,13.8343337297067,16.3725012280352,5.52965491728877,-4,-4,27,28.0321535688364,15,29.5319493672291,0,2.87151053347093,2.41147879876623,4.77941748619674,1,3,4.75692419617747,"OVER(2,1)"
2,2,7.22409928801261,11.5084409613736,8.42721064238202,10.4366233652518,-4,-4,27,19.4459521939847,15,0.756845444791089,0,2.73765289935468,3.53450508800694,2.31822952809978,1,1,35.3501545169264,"SEPHORIZ"
2,2,0,17.6432461520351,3.58079865313451,0,-3.89342215734632,-3.58357046802338,27,16.1994629711379,15,21.2075225796829,0,3.99593296078164,4.92808997822059,3.73945879835826,2,1,25.1564645244913,"OVER(2,1)"
1,1,11.6294285818927,16.712817243797,21.6449628990924,21.1593335520064,-4,-4,27,5.27007089026982,15,6.26840021979406,0,3.24122847203571,2.45609778837022,2.85364612201482,2,2,12.9532205166812,"OVER(2,1)"
1,2,0,14.3113635688635,19.7491396562967,8.89031843145635,2.13895980669814,4,27,6.37804600076529,15,26.8482502632244,0,-3.42837749770364,3.92818688755745,3.47365487510722,3,1,30.3926029801311,"SEPHORIZ"
1,1,-3.5527136788005e-15,7.13593519996855,22.2133216491916,29.2932785752011,-2.58169163578718,4,27,9.96278500357497,15,8.92040447663765,0,-3.50363822944294,4.00927804814019,3.10813417951392,2,1,10.9118951521524,"BEFORE(2,1)"
1,1,12.042664117994,18.6758080825358,17.6543822305202,20.9235075700987,-4,-4,27,24.7742657356679,15,10.1429315640652,0,-1.64821557578813,2.23966906161407,1.7999812489711,2,3,13.4209787349494,"FIXPATH(2)"
1,2,0,19.5780303495445,18.357396574867,15.4507013190105,0.395303624319564,4,27,16.7000950489204,15,11.8956237774478,0,-3.50727466356828,3.88725899901068,1.13475988081272,1,3,33.5841042466656,"SEPHORIZ"
1,2,9.87191971832621,30,6.07897641721638,17.3501771266658,-4,-0.788145479219601,27,1.53995658337113,15,2.18655897296928,0,-3.29178032260224,2.81512909110387,5.39068187976325,2,2,35.1078989171028,"SEPHORIZ"
2,1,0,0,19.3961456550676,14.7885822447788,-3.61982578389635,-1.17742267895338,27,17.4955719436463,15,22.2009698396333,0,-2.12138468201677,4.59833152021677,2.71776995672059,3,2,35.9257888851279,"SEPHORIZ"
2,2,3.5527136788005e-15,23.1260766686319,12.4492152796507,0,-1.16682502262559,-0.10978142520781,27,2.59999642186597,15,23.1580175129732,0,-2.35460382828192,4.52421101900668,5.17103774968868,3,2,33.0730893763224,"SEPHORIZ"
2,2,6.24360094489998,30,14.6245812453682,13.8974864799385,-4,-0.371079035462362,27,2.74496194018237,15,12.1594625964177,0,-3.16123002307395,3.5214242156136,4.57518416915667,1,1,17.4722233971511,"OVER(1,2)"
2,2,0,9.41155284108983,28.9875959203177,30,-0.949397597591657,-0.788461524142165,27,28.01279545156,15,5.62382419265059,0,-1.87056928873889,5.07048463192052,5.1136355737929,1,3,5.0527782970212,"OVER(1,2)"
1,2,6.91694861600637,13.418235677491,10.8694658276464,13.0330054863284,-4,-4,27,9.47434315016598,15,23.181663925888,0,1.57146391204876,2.98234147406774,2.0006166831613,3,2,35.9023617095219,"SEPHORIZ"
1,2,0,9.15945809171764,13.60871543044,29.8547203883931,1.31521333318566,4,27,4.02909912940724,15,2.95782278132993,0,-2.86378201254457,3.86681692785663,4.69703561510755,1,2,5.6399481499131,"OVER(1,2)"
1,2,0,18.8449436741449,8.55696393365217,0,-2.66239951501422,-3.9357378947203,27,2.3204042433803,15,27.414012323387,0,1.65372174157544,3.98347875861396,5.4132858838502,1,3,7.57130843211875,"OVER(2,1)"
1,1,4.44097208542857,3.33952547429266,27.543930401003,28.527726814757,-4,-4,27,29.4850560418185,15,12.0655195566745,0,0.965375577596627,3.73044045111206,4.46903660782412,1,2,25.1005035039694,"OVER(2,1)"
1,2,0,23.5883032795007,28.5060900260719,30,-2.54327833984405,-0.80776399380899,27,10.0593399211574,15,8.9767506999932,0,-0.379259667445408,4.32797607357247,4.16731135921843,1,1,6.94664124656726,"OVER(1,2)"
1,1,0,6.1311160619406,12.3028604623964,0,-1.17624394414112,0.120290320070122,27,28.7080777221205,15,28.0719261835464,0,-0.336909329165065,3.87997349393327,5.14674701170197,2,1,19.0190543949208,"BEFORE(1,2)"
2,2,10.9060861234221,24.4453694047694,20.164797769973,23.3346924048797,-4,-4,27,5.25029212146239,15,4.9070972935498,0,1.32789773128888,2.89098852016621,4.51958298499107,3,2,10.8215278574438,"OVER(2,1)"
2,2,-3.5527136788005e-15,11.3206028544771,24.0933254444422,30,0.382636802489952,-1.10084255440324,27,15.7513549428783,15,9.77500886289748,0,0.371595519224548,4.74878625475718,3.45944379305627,3,1,40.2475218909409,"PATHSEP"
1,2,2.09226955068253,9.5153689284948,5.40475778830469,12.2022934159709,4,4,27,17.3218259011995,15,13.2010678728076,0,-1.9390901063005,3.85481326093049,1.55491152968994,1,3,17.949633857244,"FIXPATH(2)"
1,2,0,0.969518845477086,21.3090558069643,8.98235864869424,3.73391383726208,-4,27,24.4361931870195,15,23.6722054481687,0,2.81811112275077,3.99617734391822,4.74470826539158,1,2,33.8375877240353,"SEPHORIZ"
2,2,2.59069251372641,17.9092220069055,4.83023543451063,8.61117104211483,4,4,27,18.1497192572478,15,11.617362944494,0,-2.86250272567597,4.45623204214235,0.845529911035084,3,2,22.753647790729,"FIXPATH(2)"
1,2,7.95942929705364,2.89738806070194,11.8118191922395,26.8170409942697,4,4,27,27.737426857188,15,6.71311214091123,0,-1.01148953885884,2.81422872559973,5.38960282761128,1,2,1.13107435695914,"OVER(1,2)"
2,2,-3.5527136788005e-15,0,19.1415090034402,8.08144488654576,-1.32274948192818,-2.04285788834309,27,24.0167596883643,15,22.3754245302816,0,2.50490250888609,4.55795299851939,4.71782767191035,1,2,3.93751573094636,"OVER(2,1)"
2,1,0,17.8986134196105,8.73872130850392,19.2408874574689,-3.28799039743843,-4,27,16.0699257200171,15,2.61231659702677,0,2.41673152444643,4.65136326504017,2.54062976341853,2,1,17.2487843381488,"OVER(2,1)"
1,2,0,15.3839660304457,18.349687755331,25.7704276909766,2.42209076615669,4,27,6.53404781136374,15,5.46423227671301,0,-3.66544108821637,3.90196486356475,3.88619581706559,3,3,44.5115209365153,"PATHSEP"
2,2,7.108755062396,15.8172964683,13.4481624080544,18.1987148366247,4,4,27,19.8714558119844,15,7.32495860370838,0,-1.63594199334723,3.38900897811562,2.11614328011828,3,3,4.81237463475931,"OVER(1,2)"
2,2,0,0,22.5376973322174,20.3675502081947,1.17392886145859,-2.66123581392052,27,29.8846833389061,15,10.6360291487077,0,3.77007052146725,4.67615874426297,5.34259096592241,2,2,30.6080267053726,"SEPHORIZ"
2,1,2.41648477453025,14.7848332775188,8.61373801763636,11.1320758852089,-4,-4,27,25.2964001403153,15,27.6699599338883,0,2.1676337653914,4.2841934524436,2.92374991564498,2,3,15.5901942585162,"OVER(2,1)"
1,2,-3.5527136788005e-15,16.7862021626965,5.33790377809309,5.94812806298759,-3.80932830521563,-4,27,24.8893015709275,15,23.0076500380579,0,3.47582618494616,4.13205410908522,3.35745571822736,3,2,1.91969351707719,"BEFORE(2,1)"
1,1,5.45480591321803,19.3469351356978,8.45787756897023,14.5075033544591,4,4,27,5.36947437943005,15,10.1686703474315,0,-2.31883490365158,3.26552610578416,2.25242337121193,1,1,4.85500072879636,"BEFORE(2,1)"
2,2,0.377110768209381,2.0686646302118,12.9221793040985,26.377161016022,-4,-4,27,26.8334326670218,15,4.12639784301194,0,-0.879960684437717,4.4992339818012,5.57285289064457,2,2,22.9568633894363,"OVER(1,2)"
2,1,10.0991003312351,15.4224841605487,11.9959306488552,11.6088371627479,4,4,27,22.4946662808191,15,25.0566153143439,0,-1.42031682110192,2.93389802942562,2.29118374459415,3,3,41.7310301249156,"PATHSEP"
2,2,0,20.0044636804481,17.7580344612762,0.935005137982188,-1.50367600333572,-4,27,9.8326488148022,15,25.1340954923573,0,1.91257781818822,4.53033263907981,4.4796042271297,2,2,24.851772758626,"OVER(2,1)"
1,2,0.656795941471934,30,8.12596241612712,13.4642229410473,-4,-3.01102134987254,27,10.4635442553018,15,13.5402174106723,0,-2.07276002303911,3.93022190397058,3.25984488120048,2,2,42.9378505370794,"PATHSEP"
2,1,7.75219947706827,18.2068725562008,5.93273280432409,4.11271665952427,4,4,27,14.6878301617006,15,26.3114617015513,0,-1.17486549648836,3.60618455404495,3.2908677228937,1,2,32.1770255983279,"SEPHORIZ"
2,2,1.56306610057264,30,0,17.3000669261479,3.79450791228318,0.331338105131499,27,0.577724322424242,15,2.516205248487,0,3.79841333747912,4.96153455677348,5.51795828033501,1,3,20.2249600457287,"OVER(2,1)"
1,1,0,12.801746964141,10.4628121063581,0,-2.22144099605496,-0.473274664811765,27,2.82835170192438,15,27.9012187832247,0,-0.807840247723556,3.92399423568953,4.23315037436562,2,1,29.3107289586909,"OVER(1,2)"
1,2,0,11.2529625666046,16.7190253517802,0,3.35180538734136,-3.1755936151615,27,21.6049740754958,15,21.6525982049789,0,3.02239256921222,3.89406222241698,4.12359676776699,3,1,2.13306579131178,"OVER(2,1)"
1,2,3.5527136788005e-15,30,6.7392733859459,20.3268018581892,0.786661085244909,-3.98146559989319,27,16.8214023313367,15,8.07274630592993,0,1.99214774113557,4.03519708505107,3.14586441503511,3,3,26.2094834019335,"BEFORE(2,1)"
2,2,0,11.5318881766039,14.5155052350572,12.3183449115615,-1.27449439036529,-4,27,16.7952211761753,15,9.02457054208467,0,3.51527771098767,4.50572311691199,1.39206816292873,1,3,22.674949805722,"FIXPATH(2)"
1,2,14.0646009848384,30,17.0890360974895,13.8157797947321,4,2.33634853387471,27,13.3959293485444,15,19.3890587205197,0,0.169623621379346,1.9505307859167,2.94100118278943,3,2,44.1406636221087,"PATHSEP"
2,2,0,30,9.71270740362095,10.9720606039444,1.80768190003928,0.562105258666743,27,2.1615465366195,15,12.2018074526809,0,1.33545226565999,4.5953152198015,4.64605380405764,3,3,16.754069735078,"OVER(2,1)"
2,2,14.0462594495153,10.6271336046358,13.5542621995558,0,4,0.87171560791247,27,23.5326927907253,15,26.4851281674916,0,3.30969345034415,2.26454230238572,4.92702033068276,2,3,42.0176546795668,"PATHSEP"
2,2,9.95594752208429,27.2877453711668,13.5915152301015,30,-4,-2.34703100630101,27,19.9283971325415,15,3.68444981698578,0,-0.741452615545497,2.92352850262313,4.56203302224922,1,3,25.1228215630024,"OVER(1,2)"
2,1,-3.5527136788005e-15,30,29.6035332865679,23.5278905596695,-2.30130897542005,-1.90151573862718,27,9.78126512768374,15,13.6927380255524,0,1.71036466586508,5.13032858745409,3.25216667900842,1,3,12.3879128092061,"OVER(2,1)"
2,1,0,28.7610119048936,12.9881066408315,1.41910118120684,-0.949981718689953,-4,27,11.2707642002876,15,16.3966137924888,0,0.495361234127814,4.51524907595292,3.34946353662476,1,3,39.7982270374198,"SEPHORIZ"
1,1,0,30,29.4512186630983,29.9698538910386,3.34500022340023,3.830040732194,27,4.91694954989125,15,9.72659760882147,0,-1.58618578236282,4.40059445937042,4.66751640213569,2,3,17.81200028808,"OVER(1,2)"
2,2,0,17.8267571328741,17.6160705244953,20.2634972680807,3.3703577935728,4,27,9.92046197970801,15,12.9000539518019,0,-0.065549971170042,4.55531739107352,1.91058327176223,1,2,0.525644600865282,"FIXPATH(2)"
2,2,3.5527136788005e-15,29.7236536042635,23.289971763629,15.0843449186453,-1.25036960078549,-4,27,7.75746754256317,15,26.935970545209,0,0.746894883088872,4.71193521179232,4.23197637594852,1,3,3.19666877608287,"OVER(2,1)"
2,1,0,30,6.69106249025321,6.4167434084373,-0.600213701634395,-0.460271547593715,27,10.4068557086284,15,15.5097126157593,0,0.453557056096815,4.70932448725543,3.08851389408182,3,3,22.6728036831082,"OVER(2,1)"
2,1,0,13.3146035172935,23.4573128177482,20.9839138085842,2.7282302357684,-4,27,12.9083353522247,15,20.8125772240174,0,3.56170789734768,4.73726782296375,0.264680266866962,3,2,7.042284860132,"FIXPATH(2)"
2,1,3.5527136788005e-15,30,17.2110580179225,5.12138333602072,-0.461129315350824,1.00809230291447,27,2.34207159097303,15,20.0712777024467,0,0.00169059424881901,4.51571747784099,4.49369661504849,1,1,35.2904669204283,"SEPHORIZ"
2,1,11.4714318461137,13.4299503043508,16.865779403201,15.7428508271088,-4,-4,27,18.5217051436225,15,15.6038824593223,0,2.91094578346889,2.68581137673955,1.01507870441451,1,1,9.80972094375691,"FIXPATH(2)"
2,1,0,18.3841243954874,5.19862092713868,15.2335591967409,0.7612708430321,4,27,15.1539930539647,15,8.14264873252545,0,-3.19399590463011,4.78900986788349,1.38582574458598,1,3,4.39640631726494,"FIXPATH(2)"
2,1,3.5527136788005e-15,0,18.0790276702972,20.0021487826111,0.150976180469611,-1.12876606946959,27,19.6774146077142,15,13.5583712778116,0,2.71757936575735,4.52923590716169,3.00692813620503,3,3,22.8531973873291,"OVER(2,1)"
2,2,0,9.50103287651228,8.78611325427289,0,0.878289352884781,0.734953039278831,27,12.0416056144348,15,25.000906903594,0,-0.770970697811143,4.61995372463485,4.19576365747095,3,2,23.9680576113456,"OVER(1,2)"
1,1,3.5527136788005e-15,0,6.00228731787167,7.3998289597329,-0.717717462080871,-3.8747019484565,27,21.1922168261268,15,7.30720118042852,0,2.28056065547205,4.06697406613498,3.14369065830997,1,1,17.5579172158773,"BEFORE(2,1)"
1,1,0,4.08995191480583,4.47499301765213,-3.5527136788005e-15,-3.07828979064365,-1.33801011195918,27,27.0317371704818,15,28.1813929765271,0,-2.23052435248738,4.16287543669669,5.19283753688086,1,1,3.33403095874171,"BEFORE(1,2)"
1,1,0,0,5.56424868688549,28.078372095897,-0.649718959012007,-1.23921113638103,27,22.8724345200898,15,0.220459833085408,0,1.44030912368111,4.08695116132177,5.16335620967727,2,1,21.7202118928386,"BEFORE(1,2)"
2,1,-3.5527136788005e-15,13.0387043491043,20.7367484578539,14.9858992010834,-2.68577907112141,-4,27,18.2590629190497,15,27.3058568008345,0,3.27278550240706,4.62197847917273,2.12727583014392,2,3,31.7677839411998,"SEPHORIZ"
1,2,7.93080792796972,12.2178692049016,22.290768644257,19.1844815278688,-4,-4,27,9.65781549548771,15,12.1157013369062,0,0.388530398855709,2.96997987820002,1.41129399403181,3,3,26.6217484008347,"FIXPATH(2)"
2,2,0,21.1435450075364,9.48940027491247,30,-3.48975910909856,0.414672811808289,27,10.8111293112736,15,5.66369917924815,0,-3.99041282527965,4.6288822734523,4.46563555187609,1,3,2.193236675202,"OVER(1,2)"
2,2,-3.5527136788005e-15,14.645518201693,13.2799347396218,30,-2.81388366981166,-1.69741877175135,27,19.3660351794396,15,3.69658554973519,0,0.0351828807421333,4.53318847237908,4.46325207594315,2,3,14.2388781179644,"OVER(2,1)"
1,2,0,-3.5527136788005e-15,18.5728899651212,13.4711071881578,-0.663077715182215,-0.811704994892607,27,28.3869046055978,15,27.1932979953001,0,-0.858523392207108,3.89191982020344,5.25493700562841,1,1,15.6267590724735,"OVER(1,2)"
2,2,9.1076645845886,30,0,5.99423307682938,-0.785275413019439,2.64983465142297,27,11.2154299751994,15,17.447462496386,0,-3.0710518977648,3.89355460309675,3.78156625126281,3,3,1.11848552301924,"OVER(1,2)"
2,1,2.5655345086692,30,27.4777205208968,25.5695577032002,-4,-3.1119358346919,27,4.55841239540533,15,11.9132652823036,0,-1.00222026439006,4.62003563421431,4.13594520070747,1,2,2.59444625466925,"OVER(1,2)"
1,2,0,17.1243576215096,0.0870041417624865,0,1.04318513807573,1.34895519592099,27,14.8886665691965,15,19.269457037559,0,-2.22987415898316,4.40890665975094,3.28595388400157,1,1,5.90016181693524,"BEFORE(2,1)"
2,1,0,30,8.99360640750176,18.8067341848523,3.14603454369288,-1.60597521301827,27,2.71040214429674,15,7.65786607930766,0,2.86856425007368,4.63935300149964,4.25848430443308,3,3,37.6675400489346,"SEPHORIZ"
2,1,0,20.7270336597203,16.6167394802109,2.63933863463017,3.10147958984006,4,27,1.81819099704727,15,21.7706377063753,0,0.452445988495936,4.53722189413414,3.87541827369255,3,3,40.9980174029007,"PATHSEP"
2,2,-3.5527136788005e-15,0.826019750495984,8.08198643984538,0,-0.847381959471923,1.2111613597194,27,29.1795323093249,15,21.3122605583451,0,-1.50512043881974,4.64750920542815,5.92890645471511,3,1,23.8211956116565,"OVER(1,2)"
2,2,9.46311549997472,26.2119469728086,10.0157732742654,0,-4,-1.94333255503146,27,8.55324256975926,15,24.8319652034479,0,-2.47210847442082,3.10770065174949,5.07919464548101,3,2,13.1155707441477,"OVER(1,2)"
1,1,3.5527136788005e-15,19.3162766077094,5.40889220533055,0,-2.79746724607085,-2.82875305540672,27,14.2823915480237,15,27.2430724952085,0,0.417400213726678,4.11255410896941,3.98446390594934,3,3,19.9138482991298,"OVER(2,1)"
1,1,0,14.1340543297871,11.9783751456913,9.76367565564708,3.50872014881807,4,27,19.5035407619333,15,29.2450844400827,0,-3.39226110964692,3.91293661813462,3.05449744670076,3,2,1.48229517374445,"BEFORE(2,1)"
